A1A6H3	6ILR;6ILS;6ILT;	RBSK At1g17160 F20D23.14 Ribokinase, AtRBSK, RK, EC 2.7.1.15
Q04614	7A23;7A24;	ND4L NAD4L AtMg00650 NADH-ubiquinone oxidoreductase chain 4L, EC 7.1.1.2 (NADH dehydrogenase subunit 4L)
Q0WWQ1	3VX8;7EU4;	ATG3 APG3 At5g61500 K11J9.3 Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3, AtAPG3, Protein autophagy 3)
Q2V3I3	5XKN;	EPFL4 CLL2 At4g14723 FCAALL EPIDERMAL PATTERNING FACTOR-like protein 4, EPF-like protein 4 [Cleaved into: CHALLAH-LIKE2 ]
Q38859	7EU0;7EU1;	NRPB11 NRPD11 NRPE11 RPB13.6 At3g52090 F4F15.200 DNA-directed RNA polymerases II, IV and V subunit 11 (DNA-directed RNA polymerase II 13.6 kDa polypeptide) (DNA-directed RNA polymerase II subunit J) (DNA-directed RNA polymerase II subunit RPB11, RNA polymerase II subunit B11)
Q38903	2WBL;	ARAC2 ROP7 At5g45970 MCL19.1 Rac-like GTP-binding protein ARAC2 (GTPase protein ROP7)
Q39044	6YSA;	bVPE At1g62710 F23N19.7 Vacuolar-processing enzyme beta-isozyme, EC 3.4.22.34 (Asparaginyl endopeptidase beta-VPE) (Beta-VPE)
Q39194	5MDX;7OUI;	PSBW At2g30570 T6B20.8 Photosystem II reaction center W protein, chloroplastic (PSII 6.1 kDa protein)
Q39230	6GIR;	At5g27470 F21A20_180 Serine--tRNA ligase, cytoplasmic, EC 6.1.1.11 (Seryl-tRNA synthetase, SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
Q42328	1JXC;	ATTI1 At2g43510 T01O24.25 Defensin-like protein 195 (ATTp) (Trypsin inhibitor ATTI-1) (diDi 4T-1)
Q42577	7A24;7AQR;7AR8;7ARB;	At5g11770 T22P22_160 NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial, EC 7.1.1.2
Q42599	7AQR;7AR8;7ARB;	At1g79010 YUP8H12R.37 YUP8H12R_21 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-A, mitochondrial, EC 7.1.1.2
Q43314	6YEH;6YEI;	GDH1 At5g18170 MRG7.13 Glutamate dehydrogenase 1, GDH 1, EC 1.4.1.3
Q4PSX1	2MID;	CLE10 At1g69320 F23O10.10 CLAVATA3/ESR (CLE)-related protein 10 [Cleaved into: CLE10p ]
Q6NKQ9	6GRF;	PDLP8 CRRSP15 At3g60720 T4C21_130 Plasmodesmata-located protein 8, PD-located protein 8 (Cysteine-rich repeat secretory protein 15)
Q6NLF4	6A5E;	LLG2 At2g20700 GPI-anchored protein LLG2 (LORELEI-like-GPI-anchored protein 2)
Q7G188	1PXY;	FIM1 At4g26700 F10M23.40 Fimbrin-1, AtFIM1 (Fimbrin1)
Q84VW9	5FDN;	PPC3 PEPC PPC At3g14940 K15M2.8 Phosphoenolpyruvate carboxylase 3, AtPPC3, PEPC 3, PEPCase 3, EC 4.1.1.31
Q8L3W1	4I1K;	VRN1 At3g18990 K13E13.10 B3 domain-containing transcription factor VRN1 (Protein VERNALIZATION 1)
Q8L8B8	2A33;2Q4O;	LOG3 At2g37210 T2N18.3 Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG3, EC 3.2.2.n1 (Protein LONELY GUY 3)
Q8L9X2	4GR6;	RBCX2 At5g19855 F28I16 T29J13 Chaperonin-like RbcX protein 2, chloroplastic, AtRBCX2
Q8LB01	5UA0;	DAPB2 At3g59890 F24G16.160 4-hydroxy-tetrahydrodipicolinate reductase 2, chloroplastic, HTPA reductase 2, EC 1.17.1.8
Q8LEK4	6LYW;6LYX;	At4g26160 F20B18.270 Thioredoxin-like 2-1, chloroplastic (Atypical cysteine/histidine-rich thioredoxin 1, AtACHT1)
Q8LFJ6	7EU0;7EU1;	NRPB10 NRPD10 NRPE10 At1g11475 T23J18.30 DNA-directed RNA polymerases II, IV and V subunit 10 (DNA-directed RNA Polymerase II subunit L)
Q8RWA7	7A23;7A24;7AQQ;7AQR;7AR8;7ARB;	MEE4 At1g04630 T1G11.12 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-A (Protein MATERNAL EFFECT EMBRYO ARREST 4)
Q8VYK7	7DHT;	ATG8F APG8F At4g16520 dl4285c FCAALL.383 Autophagy-related protein 8f (Autophagy-related ubiquitin-like modifier ATG8f, AtAPG8f, Protein autophagy 8f)
Q8VZ79	4E8U;	IDN2 RDM12 At3g48670 T8P19.180 Protein INVOLVED IN DE NOVO 2 (Protein RNA-DIRECTED DNA METHYLATION 12)
Q8VZT8	6XYW;	NFD3 At1g31817 F5M6.25 Probable ribosomal protein S11, mitochondrial, MRP-S11, S11mt (Protein NUCLEAR FUSION DEFECTIVE 3, mitochondrial)
Q93Z70	1XYG;2Q49;	At2g19940 F6F22.3 Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic, AGPR, EC 1.2.1.38 (N-acetyl-glutamate semialdehyde dehydrogenase, NAGSA dehydrogenase)
Q949X7	6N2A;	LYSA1 At3g14390 MLN21.17 Diaminopimelate decarboxylase 1, chloroplastic, DAP decarboxylase 1, DAPDC 1, EC 4.1.1.20
Q94A79	6OIS;6OIT;	DMS3 IDN1 At3g49250 F2K15.110 Protein DEFECTIVE IN MERISTEM SILENCING 3 (Protein INVOLVED IN DE NOVO 1)
Q94A94	6N2F;	LYSA2 diDi 18A-1f At5g11880 F14F18.50 Diaminopimelate decarboxylase 2, chloroplastic, DAP decarboxylase 2, DAPDC 2, EC 4.1.1.20
Q9C552	5WZG;5WZH;5WZI;5WZJ;5WZK;	APUM23 At1g72320 T10D10.21 T9N14.7 Pumilio homolog 23, APUM-23, AtPUM23
Q9C5J3	2E62;	RRC1 At5g25060 T11H3.70 Protein RRC1 (Reduced red-light responses in cry1cry2 background 1)
Q9C6M5	7ET4;7ET5;7ET6;	TEM1 At1g25560 F2J7.3 AP2/ERF and B3 domain-containing transcription repressor TEM1 (Protein TEMPRANILLO 1) (RAV1-like ethylene-responsive transcription factor TEM1)
Q9C8G5	5Z1F;	ERD4 OSCA3.1 At1g30360 T4K22.4 CSC1-like protein ERD4 (Hyperosmolality-gated Ca2+ permeable channel 3.1, AtOSCA3.1) (Protein EARLY-RESPONSIVE TO DEHYDRATION STRESS 4)
Q9C8L2	4DOL;	FAP3 At1g53520 F22G10.11 T3F20.16 Fatty-acid-binding protein 3, chloroplastic, AtFAP3 (Chalcone-flavanone isomerase family protein 3)
Q9C932	1UT4;1UT7;3SWM;3SWP;4DUL;	NAC019 ANAC At1g52890 F14G24.16 NAC domain-containing protein 19, ANAC019 (Abscisic-acid-responsive NAC, ANAC)
Q9CAQ2	1XMT;2EVN;2IL4;2Q44;2Q4Y;	At1g77540 T5M16.13 Acetyltransferase At1g77540, EC 2.3.1.- (Minimal acetyltransferase)
Q9FF53	6QIM;	PIP2-4 At5g60660 MUP24.9 Probable aquaporin PIP2-4 (Plasma membrane intrinsic protein 2.4, AtPIP2;4) [Cleaved into: Probable aquaporin PIP2-4, N-terminally processed ]
Q9FFF5	5Y20;	AL1 At5g05610 MOP10.15 PHD finger protein ALFIN-LIKE 1, Protein AL1
Q9FH97	6WAO;6WCS;	EPS1 At5g67160 K21H1.12 Protein ENHANCED PSEUDOMONAS SUSCEPTIBILITY 1, EC 2.3.1.-
Q9FJ98	7EU0;7EU1;	NRPB6A NRPD6A NRPE6A At5g51940 MSG15.2 DNA-directed RNA polymerases II, IV and V subunit 6A (RNA polymerase Rpb6)
Q9FLM8	7EU0;7EU1;	NRPB12 NRPD12 NRPE12 At5g41010 MEE6.8 DNA-directed RNA polymerases II, IV and V subunit 12 (DNA-directed RNA Polymerase II subunit K)
Q9FLX7	7A23;7A24;7AQR;7AR8;7ARB;	At5g52840 MXC20.6 Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5, mitochondrial
Q9FNN5	7A23;7A24;7AQR;7AR8;7ARB;	At5g08530 MAH20.9 NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial, EC 7.1.1.2
Q9FUJ1	2EXR;2Q4W;	CKX7 CKX5 At5g21482 F13M11 Cytokinin dehydrogenase 7, EC 1.5.99.12 (Cytokinin oxidase 7, AtCKX5, AtCKX7, CKO7)
Q9FWR5	7A23;7A24;7AQQ;7AR8;7ARB;	GAMMACA1 At1g19580 F14P1.8 F18O14.34 Gamma carbonic anhydrase 1, mitochondrial, AtCA1, GAMMA CA1, EC 4.2.1.-
Q9FX83	7A23;7A24;	At1g16700 F19K19.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B, mitochondrial, EC 7.1.1.2
Q9FY46	7LHV;	SULTR4;1 At5g13550 MSH12.1 T6I14_80 Sulfate transporter 4.1, chloroplastic (AST82)
Q9LD28	7BP2;7BP4;7BP5;7BP6;7C7X;	RAT5 H2A-1 At5g54640 MRB17.14 Histone H2A.6 (HTA1) (Protein RESISTANT TO AGROBACTERIUM TRANSFORMATION 5)
Q9LEW8	6OID;	At3g61080 T27I15_170 Protein-ribulosamine 3-kinase, chloroplastic, EC 2.7.1.172 (Fructosamine 3-kinase-related protein, AtFN3K-RP)
Q9LK22	6HD0;	PUX1 At3g27310 K17E12.13 Plant UBX domain-containing protein 1, PUX1 (CDC48-interacting UBX-domain protein 1)
Q9LKU2	7B7O;	TATA THA4 At5g28750 T32B20.e Sec-independent protein translocase protein TATA, chloroplastic (Protein THYLAKOID ASSEMBLY 4) (Protein TWIN-ARGININE TRANSLOCATION A)
Q9LMQ2	5MDX;7OUI;	CHLOROPHYLL PROTEIN 24 CP24 LHCB6 At1g15820 At1g15820/F7H2.16 F7H2.16 F7H2_16 Chlorophyll a-b binding protein, chloroplastic
Q9LNF2	1X8Z;1X90;1X91;	PMEI1 At1g48020 F21D18.29 F21D18_23 T2J15.7 Pectinesterase inhibitor 1 (Pectin methylesterase inhibitor 1, AtPMEI1)
Q9LPR8	6KPB;6KPD;	SCL3 At1g50420 F11F12.22 Scarecrow-like protein 3, AtSCL3 (GRAS family protein 5, AtGRAS-5)
Q9LS02	1Z8K;2BRJ;2DIO;2GIN;2Q4I;4CQ6;4CQ7;	AOC2 At3g25770 K13N2.11 K13N2_9 Allene oxide cyclase 2, chloroplastic, EC 5.3.99.6
Q9LS03	1ZVC;	AOC1 ERD12 At3g25760 K13N2.10 K13N2_8 Allene oxide cyclase 1, chloroplastic, EC 5.3.99.6 (Early-responsive to dehydration 12 protein)
Q9LSX0	5WX9;	ERF096 At5g43410 MWF20.11 Ethylene-responsive transcription factor ERF096
Q9LUS7	6A5E;	RALF23 RALFL23 At3g16570 MGL6.2 Rapid alkalinization factor 23, AtRALF23 (Protein RALF-like 23)
Q9LUV2	1Q4R;1Q53;2Q3P;	HS1 At3g17210 MGD8.2 Stress-response A/B barrel domain-containing protein HS1 (Pop3 family protein At3g17210) (Protein HEAT STABLE 1, AtHS1)
Q9LV40	2NTX;2NTY;2WBL;	ROPGEF8 At3g24620 MOB24.21 Rho guanine nucleotide exchange factor 8, AtRopGEF8 (Rho of plants guanine nucleotide exchange factor 8)
Q9LV91	5CPQ;5CPS;5CPT;5CQ1;5CSU;5CSY;	DPE1 At5g64860 MXK3.9 4-alpha-glucanotransferase DPE1, chloroplastic/amyloplastic, EC 2.4.1.25 (Amylomaltase) (Disproportionating enzyme, D-enzyme) (Protein DISPROPORTIONATING ENZYME 1)
Q9LVK3	1WZ3;7EU4;	ATG12B APG12 APG12B At3g13970 MDC16.9 Ubiquitin-like protein ATG12B (Autophagy-related protein 12b, APG12-like protein b, AtAPG12b)
Q9LX31	7E2R;	GUN4 At3g59400 F25L23_260 Tetrapyrrole-binding protein, chloroplastic (Genomes uncoupled 4)
Q9LZX6	6VVH;6VVI;7MDS;	DHDPS1 DHDPS DHPS1 At3g60880 T4C21_290 4-hydroxy-tetrahydrodipicolinate synthase 1, chloroplastic, HTPA synthase 1, EC 4.3.3.7
Q9M1A8	7EU0;7EU1;	NRPB8B NRPD8B NRPE8B At3g59600 T16L24.150 DNA-directed RNA polymerases II, IV and V subunit 8B (RNA polymerase Rpb8)
Q9M1X2	4DOO;	FAP1 At3g63170 F16M2.20 Fatty-acid-binding protein 1, AtFAP1 (Chalcone-flavanone isomerase family protein 1)
Q9M7Q7	2ZVV;6O09;	PCNA PCNA1 At1g07370 F22G5.29 Proliferating cellular nuclear antigen 1, PCNA 1
Q9S7A9	1UL4;	SPL4 At1g53160 F12M16.2 Squamosa promoter-binding-like protein 4
Q9S831	2O01;2WSC;2WSE;2WSF;	PSAE1 At4g28750 F16A16.140 Photosystem I reaction center subunit IV A, chloroplastic, PSI-E A
Q9SD76	4BQE;4BQF;4BQI;	PHS2 At3g46970 F13I12.20 Alpha-glucan phosphorylase 2, cytosolic, AtPHS2, EC 2.4.1.1 (Alpha-glucan phosphorylase, H isozyme) (Starch phosphorylase H)
Q9SDM9	5GQT;	NSP1 JAL28 At3g16400 MDC8.2 T02O04.11 Nitrile-specifier protein 1, AtNSP1 (Jacalin-related lectin 28)
Q9SF23	1SQL;	FOLB1 At3g11750 F26K24.4 Dihydroneopterin aldolase 1, DHNA1, EC 4.1.2.25 (7,8-dihydroneopterin aldolase) (AtFolB1)
Q9SJ89	7BZK;7C2B;7C3F;	FTRC At2g04700 F28I8.26 Ferredoxin-thioredoxin reductase catalytic chain, chloroplastic, FTR-C, EC 1.8.7.2 (Ferredoxin-thioredoxin reductase subunit B, FTR-B)
Q9SJK3	4G0O;	AGO5 At2g27880 T1E2.20 Protein argonaute 5
Q9SK53	6QTX;	COL3 At2g24790 F27C12.29 Zinc finger protein CONSTANS-LIKE 3
Q9SKB6	6NE8;	MRL7L NCP SVR4L At2g31840 Thioredoxin-like fold domain-containing protein MRL7L, chloroplastic (Protein MESOPHYLL-CELL RNAI LIBRARY LINE 7-LIKE, AtMRL7-L) (Protein NUCLEAR CONTROL OF PEP ACTIVITY) (Protein SUPPRESSOR OF VARIEGATION 4-LIKE)
Q9SKC9	7A23;7AQW;7AR8;7ARB;	At2g02050 F14H20.12 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
Q9SRM4	5XVL;5XVW;5Y21;5Y53;	AL2 At3g11200 F11B9.12 F9F8.2 PHD finger protein ALFIN-LIKE 2, Protein AL2 [Cleaved into: PHD finger protein ALFIN-LIKE 2, N-terminally processed ]
Q9SSN3	3JRN;	TIR At1g72930 F3N23.13 Toll/interleukin-1 receptor-like protein, AtTIR
Q9SW27	4X57;	MUB3 At4g24990 F13M23.130 Membrane-anchored ubiquitin-fold protein 3, AtMUB3, Membrane-anchored ub-fold protein 3 (ATGP4)
Q9SX65	4K02;	DHNAT1 At1g48320 F11A17.13 1,4-dihydroxy-2-naphthoyl-CoA thioesterase 1, AtDHNAT1, DHNA-CoA thioesterase 1, EC 3.1.2.-
Q9XFH9	7C2B;	At5g16400 MQK4.13 Thioredoxin F2, chloroplastic, AtTrxf2 (Thioredoxin F1, AtTrxf1)
Q9ZNR6	6HX3;6HXG;6HYE;7LB5;7LB6;	PDX12 A37 PDX1L2 At3g16050 MSL1.3 Pyridoxal 5'-phosphate synthase-like subunit PDX1.2, AtPDX1.2, AtPDX1;3
Q9ZPX9	3H4S;	KIC At2g46600 F13A10.13 Calcium-binding protein KIC (KCBP-interacting calcium-binding protein)
Q9ZUB3	1XJ5;2Q41;6O63;6O65;	SPDSYN1 At1g23820 F5O8.38 Spermidine synthase 1, SPDSY 1, EC 2.5.1.16 (Putrescine aminopropyltransferase 1)
Q9ZUX4	7A23;7A24;7AQQ;7AR8;7ARB;	At2g27730 F15K20.17 Uncharacterized protein At2g27730, mitochondrial
Q9ZVL3	5G49;6R0M;6R0N;6R2V;7CVQ;	NFYC3 At1g54830 F14C21.41 T22H22.22 Nuclear transcription factor Y subunit C-3, AtNF-YC-3
Q9ZVL6	3PTJ;3PVH;3PW9;	At1g54780 T22H22.19 UPF0603 protein At1g54780, chloroplastic (Thylakoid lumen 18.3 kDa protein)
Q9ZW35	2ZVW;	PCNA2 At2g29570 F16P2.5 Proliferating cell nuclear antigen 2, PCNA 2
F4K4L7	7AC1;	TAF4B At5g43130 AAF24960.1 Transcription initiation factor TFIID subunit 4b (TBP-associated factor 4b, AtTAF4b)
O04311	2JZ4;	JAL33 At3g16450 MDC8.8 T02O04.5 Jacalin-related lectin 33
O22160	3N90;	At2g44920 T13E15.7 Thylakoid lumenal 15 kDa protein 1, chloroplastic (p15)
O49195	4FYP;	VSP1 At5g24780 T4C12 Vegetative storage protein 1
O64725	7AQW;7AR8;7ARB;	At2g02510 T8K22.19 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-A
O81829	5KOD;	GH3.5 At4g27260 M4I22.70 Indole-3-acetic acid-amido synthetase GH3.5, EC 6.3.2.- (Auxin-responsive GH3-like protein 5, AtGH3-5)
P42793	6XYW;	RPL5 AtMg00210 60S ribosomal protein L5, mitochondrial
P56779	5MDX;7OUI;	psbE AtCg00580 Cytochrome b559 subunit alpha (PSII reaction center subunit V)
P60129	5MDX;7OUI;	psbL AtCg00560 Photosystem II reaction center protein L, PSII-L
P62095	5MDX;7OUI;	psbF AtCg00570 Cytochrome b559 subunit beta (PSII reaction center subunit VI)
P62100	5MDX;7OUI;	psbI AtCg00080 Photosystem II reaction center protein I, PSII-I (PSII 4.8 kDa protein)
P92532	6XYW;	RPS12 AtMg00980; At2g07675 Ribosomal protein S12, mitochondrial
P92557	6XYW;	RPS7 AtMg01270; At2g07696 Ribosomal protein S7, mitochondrial
P92558	7A23;7A24;	ND1 NAD1 AtMg00516/AtMg01120/AtMg01275; At2g07785; At2g07786 NADH-ubiquinone oxidoreductase chain 1, EC 7.1.1.2 (NADH dehydrogenase subunit 1)
Q0WPX7	4HWD;	BAG2 At5g62100 MTG10.13 BAG family molecular chaperone regulator 2 (Bcl-2-associated athanogene 2)
Q0WUQ1	4HWC;4HWI;	BAG1 At5g52060 MSG15.15 BAG family molecular chaperone regulator 1 (Bcl-2-associated athanogene 1)
Q29PV4	5IYV;	IDL1 At3g25655 T5M7 Protein IDA-LIKE 1
Q31708	6XYW;	RPS4 AtMg00290; At2g07734 Ribosomal protein S4, mitochondrial
Q39142	7OUI;	Lhb1B1 LHB1B1 LHCB1.4 At2g34430 F13P17.29 Chlorophyll a-b binding protein, chloroplastic
Q682I1	4PUG;	BOLA1 At1g55805 F14J16 Protein BOLA1, chloroplastic
Q8LB17	1VG5;	RBL15 RBL11 At3g58460 F14P22.50 Rhomboid-like protein 15, AtRBL15, EC 3.4.21.-
Q8LGE7	7A23;7A24;7AQQ;7AR8;7ARB;	At5g18800 F17K4.50 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B
Q8LGG8	2GM3;	At3g01520 F4P13.7 Universal stress protein A-like protein
Q8RXF1	1WE6;	At1g14650 T5E21.13 Probable splicing factor 3A subunit 1
Q8VZL4	6LYP;6VXM;6VXN;6VXP;	MSL1 At4g00290 A_IG005I10.9 F5I10.9 Mechanosensitive ion channel protein 1, mitochondrial (Mechanosensitive channel of small conductance-like 1) (MscS-Like protein 1)
Q8VZW3	4DOK;	CHI3 CHI-L1 CHIL At5g05270 K18I23.7 Probable chalcone--flavanone isomerase 3, Chalcone isomerase 3, EC 5.5.1.6 (Chalcone isomerase-like 1)
Q93VQ9	6G62;	At1g31020 F17F8.6 Thioredoxin O2, mitochondrial, AtTrxo2
Q93Z17	6XYW;	HLP At5g46160 MCL19.22 50S ribosomal protein HLP, mitochondrial (Protein HUELLENLOS PARALOG)
Q94C12	7AQW;7AR8;7ARB;	At3g18410 MYF24_12 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B
Q95748	7A23;7A24;7AQR;7AR8;7ARB;	NAD9 AtMg00070 NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, EC 7.1.1.2 (NADH dehydrogenase subunit 9)
Q9C5D0	3SL7;4GQY;	CBSX2 CDCP1 At4g34120 F28A23.120 CBS domain-containing protein CBSX2, chloroplastic (CBS domain-containing protein 1, AtCDCP1) (Protein LOSS OF THE TIMING OF ET AND JA BIOSYNTHESIS 1, AtLEJ1)
Q9C994	5Y50;	DTX14 At1g71140 F23N20.13 Protein DETOXIFICATION 14, AtDTX14 (Multidrug and toxic compound extrusion protein 14, MATE protein 14)
Q9C9Z5	7A23;7A24;7AQQ;7AR8;7ARB;	At3g08610 F17O14.8 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
Q9CA19	6XYW;	RPS13 At1g77750 T32E8.8 Small ribosomal subunit protein S13, mitochondrial, mS13
Q9FIX2	2G0Q;	AIG2LA At5g39720 MIJ24.180 MKM21.1 MKM21.3 MKM21_10 AIG2-like protein A, EC 2.3.2.- (AIG2-like protein) (Avirulence-induced gene 2-like protein) (Avirulence-induced gene 2-like protein A) (Putative gamma-glutamylcyclotransferase)
Q9FK81	1RJJ;	At5g22580 MQJ16.12 Stress-response A/B barrel domain-containing protein At5g22580 (Uncharacterized protein At5g22580)
Q9FKZ1	7L7V;7L7W;	At5g66900 MUD21.16 Probable disease resistance protein At5g66900
Q9FMV1	7A23;7A24;	GAMMACAL1 At5g63510 MLE2.14 Gamma carbonic anhydrase-like 1, mitochondrial, AtCAL1, GAMMA CAL1
Q9FVC8	4DPP;4DPQ;	DHDPS2 At2g45440 F4L23.5 4-hydroxy-tetrahydrodipicolinate synthase 2, chloroplastic, HTPA synthase 2, EC 4.3.3.7
Q9FZA0	6QWN;6QXP;6TME;	RALFL4 At1g28270 F3H9.8 Protein RALF-like 4
Q9LFM3	6YZZ;6Z00;	At5g11340 F2I11.230 F2I11_230 Acyl-CoA N-acyltransferases (NAT) superfamily protein (At5g11340) (Separation anxiety protein-like)
Q9LJ64	6QWN;6TME;	PEX1 At3g19020 K13E13.23 Pollen-specific leucine-rich repeat extensin-like protein 1, AtPEX1, Pollen-specific LRR/EXTENSIN1 (Cell wall hydroxyproline-rich glycoprotein)
Q9LRN8	6XYW;	RPL3B At3g17465 MTO12.6 50S ribosomal protein L3-2, mitochondrial
Q9LSX7	6XOD;	PEX22 At3g21865 MSD21.24 Peroxisome biogenesis protein 22 (Peroxin-22, AtPEX22)
Q9LTS6	6XYW;	RPS16-2 S16-1 At5g56940 MHM17.5 30S ribosomal protein S16-2, chloroplastic/mitochondrial
Q9LUE2	7BZB;7BZC;	TPS18 At3g14520 MIE1.2 Terpenoid synthase 18, AtTPS18, EC 4.2.3.-
Q9LVJ7	6R2V;	NFYA6 At3g14020 MDC16.15 Nuclear transcription factor Y subunit A-6, AtNF-YA-6
Q9LW00	6ACV;	MBD11 At3g15790 MSJ11.19 Methyl-CpG-binding domain-containing protein 11, AtMBD11, MBD11 (Methyl-CpG-binding protein MBD11)
Q9LYP4	4HWF;	BAG3 At5g07220 T28J14_160 BAG family molecular chaperone regulator 3 (Bcl-2-associated athanogene 3)
Q9LZI6	7A23;7A24;7AQQ;7AR8;7ARB;	At3g62790 F26K9_220 NADH dehydrogenase [ubiquinone] iron-sulfur protein 5-B
Q9M0E0	6XYW;	RPS15AE At4g29430 F17A13.250 40S ribosomal protein S15a-5
Q9M280	6K8K;	BIC2 At3g44450 T22K7.130 Protein BIC2 (BLUE-LIGHT INHIBITOR OF CRYPTOCHROMES 2)
Q9M2B4	5YC3;5YC4;	AL3 At3g42790 T21C14_10 PHD finger protein ALFIN-LIKE 3, Protein AL3
Q9M2T2	5YQ3;	PP16-1 FIERG2 At3g55470 T22E16.130 16 kDa phloem protein 1, AtPP16-1, Phloem protein 16-1 (Elicitor-responsive protein FIERG2)
Q9M9B4	7A23;	At1g49140 F27J15.9 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-A
Q9M9F1	5O84;6EP6;6EP7;	GSTU23 At1g78320 F3F9.14 Glutathione S-transferase U23, AtGSTU23, EC 2.5.1.18 (GST class-tau member 23)
Q9M9M6	7A23;7A24;7AQR;7AR8;7ARB;	At3g03070 T17B22_24 NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial
Q9M9M9	7A23;7A24;7AQR;7AR8;7ARB;	At3g03100 T17B22.21 Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
Q9M9R9	7A23;	At1g14450 F14L17.22 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-B
Q9MAB9	1SE9;	MUB1 At3g01050 T4P13.27 Membrane-anchored ubiquitin-fold protein 1, AtMUB1, Membrane-anchored ub-fold protein 1
Q9S7P5	1WJ0;	SPL12 At3g60030 T2O9.10 Squamosa promoter-binding-like protein 12
Q9SHH7	5G5A;	GSTU25 At1g17180 F20D23.12A Glutathione S-transferase U25, AtGSTU25, EC 2.5.1.18 (GST class-tau member 25)
Q9SK39	1J03;1T0G;	MP3 MAPR2 At2g24940 F27C12.14 Probable steroid-binding protein 3, AtMP3 (Membrane-associated progesterone-binding protein 2, AtMAPR2)
Q9SK66	7A23;7A24;7AQR;7AR8;7ARB;	At2g20360 F11A3.9 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
Q9SQK3	6JD6;	EMB506 At5g40160 MSN9.60 Ankyrin repeat domain-containing protein EMB506, chloroplastic (Protein EMBRYO DEFECTIVE 506)
Q9SR19	4WT3;4WT4;4WT5;	RAF1.2 At3g04550 F7O18.2 Rubisco accumulation factor 1.2, chloroplastic
A0A2P2CLG1	7AQQ;7AR8;7ARB;	nad6 NADH-ubiquinone oxidoreductase chain 6, EC 7.1.1.2
A0A7G2E9B1	7OUI;	AT9943_LOCUS6465 (thale cress) hypothetical protein
B5TM92	7AQQ;7AR8;7ARB;	 NADH-ubiquinone oxidoreductase chain 1, EC 7.1.1.2
B5TM93	7AQQ;7AQW;7AR8;7ARB;	 NADH-ubiquinone oxidoreductase chain 4, EC 7.1.1.2
B5TM94	7AQQ;7AQW;7AR8;7ARB;	 NADH-ubiquinone oxidoreductase chain 5, EC 7.1.1.2
D9IW02	5TEB;	RPP1 ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase, EC 3.2.2.6
F4J0I5	7VG2;7VG3;	DCL3 ATDCL3 DICER-LIKE 3 dicer-like 3 At3g43920 Dicer-like 3
F4KIX0	6IP0;6IP4;	MQD22.4 MQD22_4 At5g46910 Transcription factor jumonji (Jmj) family protein / zinc finger (C5HC2 type) family protein
O03983	1XO8;	LEA14 At1g01470 F22L4.3 Probable desiccation-related protein LEA14
O22714	6XYW;	At1g60770 F8A5.28 Pentatricopeptide repeat-containing protein At1g60770
O22969	1VM0;2Q3V;	At2g34160 T14G11.28 Uncharacterized protein At2g34160
O23193	4GQV;4GQW;	CBSX1 CDCP2 At4g36910 AP22.61 C7A10.450 CBS domain-containing protein CBSX1, chloroplastic (CBS domain-containing protein 2, AtCDCP2) (Protein LOSS OF THE TIMING OF ET AND JA BIOSYNTHESIS 2, AtLEJ2)
O82355	1YYC;	At2g46140 T3F17.21 Desiccation-related protein At2g46140 (LEA type-2 family protein At2g46140)
P0C895	2KD0;	At2g30105 T27E13.16 LRR repeats and ubiquitin-like domain-containing protein At2g30105
P0C896	6XYW;	At3g02650 F16B3.28 Pentatricopeptide repeat-containing protein At3g02650, mitochondrial
P0DKI3	1XQ1;2Q45;	At1g07440 F22G5.16 F22G5.20 F22G5.39 Tropinone reductase homolog At1g07440, EC 1.1.1.-
P42797	6XYW;	RPS10 At3g22300 MCB17.2 40S ribosomal protein S10, mitochondrial
P56782	5MDX;7OUI;	psbK AtCg00070 Photosystem II reaction center protein K, PSII-K
P56790	5MDX;7OUI;	psbZ ycf9 AtCg00300 Photosystem II reaction center protein Z, PSII-Z
